commit	mission_reward	secondary_rewards	steps	status	description
b117951	0.643000	seeds42-47 (0.57,0.64,0.73,0.58,0.70,0.60)	1000	discard	hub-aware-mining threshold=21: seed 47 still drops 0.849->0.60 - redirecting miners too aggressive
b117951	0.632	seeds42-47 (0.77,0.74,0.42,0.59,0.66,0.61)	1000	discard	junction-reservation: prevent aligners targeting same junction - helps seed42+43 but hurts seed44+47 consistently
b117951	0.585	seeds42-47 (0.57,0.66,0.35,0.59,0.63,0.71)	1000	keep	TRUE BASELINE re-measured: machina_llm_roles 4A0S4M llm_timeout=0.001 scripted_miners (TSV rows 8-11 used different measurement)
2c5efb6	0.632	seeds42-47 (0.77,0.74,0.42,0.59,0.66,0.61)	1000	keep	junction-reservation: soft reservation in SharedMap +8% over true baseline
2c5efb6	0.587	seeds42-47 (0.61,0.74,0.34,0.59,0.63,0.61)	1000	discard	distance-proportional-reservation: 1.5x distance threshold collapses seed42 back - simple reservation is better
0f714c6	0.587	seeds42-47 (0.55,0.72,0.34,0.59,0.63,0.65)	1000	discard	distance-proportional-reservation 2x: same pattern, seed42 collapses - hard reservation is best form
0f714c6	0.598	seeds42-47 (0.59,0.80,0.43,0.55,0.63,0.59)	1000	discard	HP-retreat-fix: fix _read_hp to use inv:hp prefix - seed42 drops 0.77->0.59 miners retreat too early
0f714c6	0.478	seeds42-47 (0.45,0.49,0.38,0.49,0.53,0.57)	1000	discard	5A0S3M-with-reservation: 5 aligners 3 miners - too few miners hurts overall
0f714c6	0.515	seeds42-47 (0.44,0.58,0.38,0.52,0.52,0.62)	1000	discard	3A0S5M-with-reservation: 3 aligners 5 miners - too few aligners hurts junction coverage
0f714c6	0.557	seeds42-47 (0.53,0.72,0.38,0.55,0.63,0.56)	1000	discard	return_load=10: miners return too frequently, reduces mining efficiency
0f714c6	0.567	seeds42-47 (0.56,0.73,0.37,0.56,0.63,0.58)	1000	discard	return_load=15: slightly better than 10 but still worse than default 20
b7ffd23	0.586	seeds42-47 (0.60,0.57,0.52,0.58,0.63,0.63)	1000	discard	miner-extractor-reservation: spread miners across extractors - breaks nearest-first heuristic seeds 42+43 drop
4c94cd2	0.667	seeds42-47 (0.65,0.70,0.75,0.73,0.63,0.54)	1000	keep	shared-element-extractors: team-wide scarce-element routing +5.5% over junction-reservation - seed44 +79%!
33bf3db	0.663	seeds42-47 (0.57,0.70,0.75,0.73,0.63,0.60)	1000	discard	scarce-element-distance-cap-30: seed42 collapses when cap prevents cross-map carbon routing
33f6f08	0.677	seeds42-47 (0.65,0.70,0.75,0.73,0.63,0.60)	1000	keep	scarce-element-distance-cap-40: new best! seed47 improves 0.54->0.60 without hurting seed42
3992a45	0.700	seeds42-47 (0.82,0.60,0.65,0.74,0.63,0.76) fresh re-run	1000	keep	FRESH BASELINE at HEAD: re-ran all seeds after session restart - 0.700 avg (higher than prior 0.677 recording)
081ab86	0.668	seeds42-47 (0.66,0.60,0.83,0.73,0.63,0.56)	1000	discard	expanded-alignment-reach: HUB_ALIGN 25->35 JUNCTION_ALIGN 15->20 - seed44 +28% but seed42 -19% seed47 -26%
7e8a9f3	0.652	seeds42-47 (0.67,0.58,0.74,0.73,0.63,0.56)	1000	discard	intermediate-alignment-reach: HUB_ALIGN=30 JUNCTION_ALIGN=18 - still hurts seeds 42/47 systematically
c6b527a	0.712	seeds42-47 (0.82,0.67,0.65,0.74,0.63,0.76)	1000	keep	scarce-threshold-3: lower threshold 5->3 for scarce routing - seed43 +12% (0.60->0.67) NEW BEST!
1859e89	0.723	seeds42-47 (0.82,0.74,0.65,0.74,0.63,0.76)	1000	keep	scarce-cap-50: increase distance cap 40->50 tiles - seed43 +10% (0.67->0.74) NEW BEST!
eb402e9	0.735	seeds42-47 (0.82,0.81,0.65,0.74,0.63,0.76)	1000	keep	scarce-cap-45: cap=45 tiles - seed43 jumps 0.67->0.81 (+21%) NEW BEST!
